source_id,path,sheet,field,level,join_key_present,time_key_present,target_meter_overlap,matched_value_count,sample_values,usable,reason
SRC-0006,lightguard_app/assets/data/ami_event_windows/B-L-9_2026-05-21.csv,,i3,S2_PROXY_INPUT,True,True,B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0006,lightguard_app/assets/data/ami_event_windows/B-L-9_2026-05-21.csv,,active_energy_kwh,S2_PROXY_INPUT,True,True,B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0008,lightguard_app/assets/data/ami_events.csv,,peak_current_a,S2_PROXY_INPUT,True,False,B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0008,lightguard_app/assets/data/ami_events.csv,,energy_method,S2_PROXY_INPUT,True,False,B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0008,lightguard_app/assets/data/ami_events.csv,,fault_status,U,True,False,B-L-13;B-L-14;B-L-35;B-L-9,6,unverified inspection candidate,False,keyword evidence lacks time and/or join key
SRC-0009,lightguard_app/assets/data/chungju_v02_seed.json,,$.objects[].asset_info.metadata.address,S1_CANDIDATE,True,True,,2,하수종말처리장뒤 | 음양지하수처리장,False,field evidence requires verified target mapping and record-level review
SRC-0009,lightguard_app/assets/data/chungju_v02_seed.json,,$.objects[].asset_info.metadata.controller_link_status,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0009,lightguard_app/assets/data/chungju_v02_seed.json,,$.objects[].inspection_priority.rank,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0009,lightguard_app/assets/data/chungju_v02_seed.json,,$.objects[].inspection_priority.reason,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0009,lightguard_app/assets/data/chungju_v02_seed.json,,$.objects[].inspection_priority.score,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0009,lightguard_app/assets/data/chungju_v02_seed.json,,$.objects[].inspection_priority.severity,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0010,lightguard_app/assets/data/context/context_ablation_results.csv,,status,U,False,True,,0,,False,keyword evidence lacks time and/or join key
SRC-0010,lightguard_app/assets/data/context/context_ablation_results.csv,,inspection_candidate_count,U,False,True,,0,,False,keyword evidence lacks time and/or join key
SRC-0013,lightguard_app/assets/data/context/kasi_validation.csv,,status,U,False,True,,0,,False,keyword evidence lacks time and/or join key
SRC-0015,lightguard_app/assets/data/context/v04_validation_summary.json,,$.baseline_v03_m2.inspection_candidate_count,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0015,lightguard_app/assets/data/context/v04_validation_summary.json,,$.best_v04.inspection_candidate_count,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0015,lightguard_app/assets/data/context/v04_validation_summary.json,,$.holdout_m0.inspection_candidate_count,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0016,lightguard_app/assets/data/context/v05_validation_summary.json,,$.claim_policy.prohibited[],S1_CANDIDATE,True,True,,1,true fault detection rate,False,field evidence requires verified target mapping and record-level review
SRC-0016,lightguard_app/assets/data/context/v05_validation_summary.json,,$.validation_scope,S1_CANDIDATE,True,True,,1,technical validation; actual ami has no confirmed fault labels,False,field evidence requires verified target mapping and record-level review
SRC-0017,lightguard_app/assets/data/context/v06_evidence_summary.json,,$.candidate_density.claim_scope,S1_CANDIDATE,True,True,,1,descriptive detector-candidate density; not fault prevalence,False,field evidence requires verified target mapping and record-level review
SRC-0018,lightguard_app/assets/data/context/v07_regional_seasonal_summary.json,,$.external_ami_validation.status,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0018,lightguard_app/assets/data/context/v07_regional_seasonal_summary.json,,$.regional_assets.chungju.rated_load_status,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0018,lightguard_app/assets/data/context/v07_regional_seasonal_summary.json,,$.regional_assets.gangneung.rated_load_status,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0018,lightguard_app/assets/data/context/v07_regional_seasonal_summary.json,,$.regional_assets.suyeong.rated_load_status,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0020,lightguard_app/assets/data/context/v09_specificity_summary.json,,$.claim_boundary,S1_CANDIDATE,True,True,,1,controlled generated episode-separated holdout only; not field ami accuracy or fault truth.,False,field evidence requires verified target mapping and record-level review
SRC-0021,lightguard_app/assets/data/context/v10_real_background_summary.json,,$.disclaimer,U,True,False,,1,not field fault accuracy. anonymous ami has no maintenance or fault truth.,False,keyword evidence lacks time and/or join key
SRC-0021,lightguard_app/assets/data/context/v10_real_background_summary.json,,$.field_fault_accuracy,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0022,lightguard_app/assets/data/gangneung_v02_seed.json,,$.objects[].asset_info.metadata.address,S1_CANDIDATE,True,True,,3,강원특별자치도 강릉시 옥계면 주수리 625 | 강원특별자치도 강릉시 옥계면 주수리 533-17 | 강원특별자치도 강릉시 옥계면 주수리 537,False,field evidence requires verified target mapping and record-level review
SRC-0022,lightguard_app/assets/data/gangneung_v02_seed.json,,$.objects[].asset_info.metadata.controller_link_status,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0022,lightguard_app/assets/data/gangneung_v02_seed.json,,$.objects[].asset_info.metadata.controller_type,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0022,lightguard_app/assets/data/gangneung_v02_seed.json,,$.objects[].inspection_priority.rank,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0022,lightguard_app/assets/data/gangneung_v02_seed.json,,$.objects[].inspection_priority.reason,S1_CANDIDATE,True,True,,339,강릉시(controller-linked) 우선순위 산정: score=262.73 | 강릉시(controller-linked) 우선순위 산정: score=213.33 | 강릉시(controller-linked) 우선순위 산정: score=209.9 | 강릉시(controller-linked) 우선순위 산정: score=192.5 | 강릉시(controller-linked) 우선순위 산정: score=176.65 | 강릉시(controller-linked) 우선순위 산정: score=170.25 | 강릉시(controller-linked) 우선순위 산정: score=167.55 | 강릉시(controller-linked) 우선순위 산정: score=164.13,False,field evidence requires verified target mapping and record-level review
SRC-0022,lightguard_app/assets/data/gangneung_v02_seed.json,,$.objects[].inspection_priority.score,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0022,lightguard_app/assets/data/gangneung_v02_seed.json,,$.objects[].inspection_priority.severity,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0022,lightguard_app/assets/data/gangneung_v02_seed.json,,$.target_mode.description,S1_CANDIDATE,True,True,,1,강릉시 controller 연동 자산 중심 모드,False,field evidence requires verified target mapping and record-level review
SRC-0022,lightguard_app/assets/data/gangneung_v02_seed.json,,$.target_mode.title,S1_CANDIDATE,True,True,,1,강릉시(controller-linked),False,field evidence requires verified target mapping and record-level review
SRC-0023,lightguard_app/assets/data/simulation_scenarios_v02.json,,$.target_current_on,S2_PROXY_INPUT,True,False,,0,,False,measurement input only; not a fault or operational truth label
SRC-0025,lightguard_app/assets/data/suyeong_v02_objects.json,,$.asset_info.metadata.controller_link_status,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0025,lightguard_app/assets/data/suyeong_v02_objects.json,,$.asset_info.metadata.controller_type,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0025,lightguard_app/assets/data/suyeong_v02_objects.json,,$.detected_signals[].energy_method,S2_PROXY_INPUT,True,True,,0,,False,measurement input only; not a fault or operational truth label
SRC-0025,lightguard_app/assets/data/suyeong_v02_objects.json,,$.detected_signals[].fault_status,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0025,lightguard_app/assets/data/suyeong_v02_objects.json,,$.detected_signals[].peak_current_a,S2_PROXY_INPUT,True,True,,0,,False,measurement input only; not a fault or operational truth label
SRC-0025,lightguard_app/assets/data/suyeong_v02_objects.json,,$.inspection_priority.rank,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0025,lightguard_app/assets/data/suyeong_v02_objects.json,,$.inspection_priority.reason,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0025,lightguard_app/assets/data/suyeong_v02_objects.json,,$.inspection_priority.score,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0025,lightguard_app/assets/data/suyeong_v02_objects.json,,$.inspection_priority.severity,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0026,lightguard_app/assets/data/suyeong_v02_seed.json,,$.objects[].asset_info.metadata.controller_link_status,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0026,lightguard_app/assets/data/suyeong_v02_seed.json,,$.objects[].asset_info.metadata.controller_type,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0026,lightguard_app/assets/data/suyeong_v02_seed.json,,$.objects[].detected_signals[].energy_method,S2_PROXY_INPUT,True,True,,0,,False,measurement input only; not a fault or operational truth label
SRC-0026,lightguard_app/assets/data/suyeong_v02_seed.json,,$.objects[].detected_signals[].fault_status,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0026,lightguard_app/assets/data/suyeong_v02_seed.json,,$.objects[].detected_signals[].peak_current_a,S2_PROXY_INPUT,True,True,,0,,False,measurement input only; not a fault or operational truth label
SRC-0026,lightguard_app/assets/data/suyeong_v02_seed.json,,$.objects[].inspection_priority.rank,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0026,lightguard_app/assets/data/suyeong_v02_seed.json,,$.objects[].inspection_priority.reason,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0026,lightguard_app/assets/data/suyeong_v02_seed.json,,$.objects[].inspection_priority.score,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0026,lightguard_app/assets/data/suyeong_v02_seed.json,,$.objects[].inspection_priority.severity,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0026,lightguard_app/assets/data/suyeong_v02_seed.json,,$.target_mode.description,S1_CANDIDATE,True,True,,1,실제 ami 연결 전제 미존재. 주입 시나리오로 detector v0.2 동작 검증,False,field evidence requires verified target mapping and record-level review
SRC-0029,lightguard_v0_1/app_seed/chungju_cabinets.json,,$.address,U,True,False,,2,음양지하수처리장 | 하수종말처리장뒤,False,keyword evidence lacks time and/or join key
SRC-0029,lightguard_v0_1/app_seed/chungju_cabinets.json,,$.controller_link_status,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0030,lightguard_v0_1/app_seed/demo_ami_events.json,,$.energy_method,S2_PROXY_INPUT,True,False,B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0030,lightguard_v0_1/app_seed/demo_ami_events.json,,$.fault_status,U,True,False,B-L-13;B-L-14;B-L-35;B-L-9,6,unverified inspection candidate,False,keyword evidence lacks time and/or join key
SRC-0030,lightguard_v0_1/app_seed/demo_ami_events.json,,$.peak_current_a,S2_PROXY_INPUT,True,False,B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0031,lightguard_v0_1/app_seed/demo_ami_meters.json,,$.energy_cadence_min,S2_PROXY_INPUT,True,False,B-L-12;B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0031,lightguard_v0_1/app_seed/demo_ami_meters.json,,$.valid_current_rows,S2_PROXY_INPUT,True,False,B-L-12;B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0032,lightguard_v0_1/app_seed/gangneung_cabinets.json,,$.address,U,True,False,,3,강원특별자치도 강릉시 옥계면 주수리 533-17 | 강원특별자치도 강릉시 옥계면 주수리 537 | 강원특별자치도 강릉시 옥계면 주수리 625,False,keyword evidence lacks time and/or join key
SRC-0032,lightguard_v0_1/app_seed/gangneung_cabinets.json,,$.controller_link_status,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0032,lightguard_v0_1/app_seed/gangneung_cabinets.json,,$.controller_type,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0033,lightguard_v0_1/app_seed/gangneung_controllers.json,,$.address,S1_CANDIDATE,True,True,,6,강원특별자치도 강릉시 옥계면 주수리 533-17 | 강원특별자치도 강릉시 옥계면 주수리 533-18 | 강원특별자치도 강릉시 옥계면 주수리 207-1 | 강원특별자치도 강릉시 옥계면 주수리 537 | 강원특별자치도 강릉시 옥계면 주수리 179-2 | 강원특별자치도 강릉시 옥계면 주수리 625,False,field evidence requires verified target mapping and record-level review
SRC-0033,lightguard_v0_1/app_seed/gangneung_controllers.json,,$.controller_uid,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0033,lightguard_v0_1/app_seed/gangneung_controllers.json,,$.voltage_setting,S2_PROXY_INPUT,True,True,,0,,False,measurement input only; not a fault or operational truth label
SRC-0034,lightguard_v0_1/app_seed/gangneung_fixtures.json,,$.address,U,True,False,,73,강원특별자치도 강릉시 옥계면 주수리 625 | 강원특별자치도 강릉시 옥계면 주수리 533-55 | 강원특별자치도 강릉시 옥계면 주수리 533-4 | 강원특별자치도 강릉시 옥계면 주수리 533-60 | 강원특별자치도 강릉시 옥계면 주수리 232-4 | 강원특별자치도 강릉시 옥계면 주수리 227-3 | 강원특별자치도 강릉시 옥계면 주수리 226-1 | 강원특별자치도 강릉시 옥계면 주수리 538,False,keyword evidence lacks time and/or join key
SRC-0034,lightguard_v0_1/app_seed/gangneung_fixtures.json,,$.controller_type,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0035,lightguard_v0_1/app_seed/municipalities.json,,$.asset_mode,S1_CANDIDATE,True,True,,1,controller_linked,False,field evidence requires verified target mapping and record-level review
SRC-0036,lightguard_v0_1/app_seed/suyeong_cabinets.json,,$.controller_link_status,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0036,lightguard_v0_1/app_seed/suyeong_cabinets.json,,$.controller_type,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0037,lightguard_v0_1/app_seed/suyeong_fixtures.json,,$.controller_type,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0038,lightguard_v0_1/app_seed/suyeong_v02_seed.json,,$.objects[].asset_info.metadata.controller_link_status,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0038,lightguard_v0_1/app_seed/suyeong_v02_seed.json,,$.objects[].asset_info.metadata.controller_type,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0038,lightguard_v0_1/app_seed/suyeong_v02_seed.json,,$.objects[].detected_signals[].energy_method,S2_PROXY_INPUT,True,True,,0,,False,measurement input only; not a fault or operational truth label
SRC-0038,lightguard_v0_1/app_seed/suyeong_v02_seed.json,,$.objects[].detected_signals[].fault_status,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0038,lightguard_v0_1/app_seed/suyeong_v02_seed.json,,$.objects[].detected_signals[].peak_current_a,S2_PROXY_INPUT,True,True,,0,,False,measurement input only; not a fault or operational truth label
SRC-0038,lightguard_v0_1/app_seed/suyeong_v02_seed.json,,$.objects[].inspection_priority.rank,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0038,lightguard_v0_1/app_seed/suyeong_v02_seed.json,,$.objects[].inspection_priority.reason,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0038,lightguard_v0_1/app_seed/suyeong_v02_seed.json,,$.objects[].inspection_priority.score,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0038,lightguard_v0_1/app_seed/suyeong_v02_seed.json,,$.objects[].inspection_priority.severity,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0038,lightguard_v0_1/app_seed/suyeong_v02_seed.json,,$.target_mode.description,S1_CANDIDATE,True,True,,1,실제 ami 연결 전제 미존재. 주입 시나리오로 detector v0.2 동작 검증,False,field evidence requires verified target mapping and record-level review
SRC-0039,lightguard_v0_1/data/ami_cabinet_mappings.csv,,mapping_status,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0040,lightguard_v0_1/data/ami_data_quality.csv,,current_channel_missing_rows,S2_PROXY_INPUT,True,False,B-L-12;B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0040,lightguard_v0_1/data/ami_data_quality.csv,,voltage_channel_missing_rows,S2_PROXY_INPUT,True,False,B-L-12;B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0040,lightguard_v0_1/data/ami_data_quality.csv,,current_missing_rate_pct,S2_PROXY_INPUT,True,False,B-L-12;B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0041,lightguard_v0_1/data/ami_events.csv,,peak_current_a,S2_PROXY_INPUT,True,False,B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0041,lightguard_v0_1/data/ami_events.csv,,energy_method,S2_PROXY_INPUT,True,False,B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0041,lightguard_v0_1/data/ami_events.csv,,fault_status,U,True,False,B-L-13;B-L-14;B-L-35;B-L-9,6,unverified inspection candidate,False,keyword evidence lacks time and/or join key
SRC-0042,lightguard_v0_1/data/ami_meter_profiles.csv,,valid_current_rows,S2_PROXY_INPUT,True,False,B-L-12;B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0042,lightguard_v0_1/data/ami_meter_profiles.csv,,energy_cadence_min,S2_PROXY_INPUT,True,False,B-L-12;B-L-13;B-L-14;B-L-35;B-L-9,0,,False,measurement input only; not a fault or operational truth label
SRC-0044,lightguard_v0_1/data/cabinets.csv,,controller_type,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0044,lightguard_v0_1/data/cabinets.csv,,controller_link_status,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0044,lightguard_v0_1/data/cabinets.csv,,address,U,True,False,,5,강원특별자치도 강릉시 옥계면 주수리 533-17 | 강원특별자치도 강릉시 옥계면 주수리 537 | 강원특별자치도 강릉시 옥계면 주수리 625 | 음양지하수처리장 | 하수종말처리장뒤,False,keyword evidence lacks time and/or join key
SRC-0049,lightguard_v0_1/data/context/v04_validation_summary.json,,$.baseline_v03_m2.inspection_candidate_count,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0049,lightguard_v0_1/data/context/v04_validation_summary.json,,$.best_v04.inspection_candidate_count,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0049,lightguard_v0_1/data/context/v04_validation_summary.json,,$.holdout_m0.inspection_candidate_count,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0050,lightguard_v0_1/data/controllers.csv,,controller_uid,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0050,lightguard_v0_1/data/controllers.csv,,voltage_setting,S2_PROXY_INPUT,True,True,,0,,False,measurement input only; not a fault or operational truth label
SRC-0050,lightguard_v0_1/data/controllers.csv,,address,S1_CANDIDATE,True,True,,6,강원특별자치도 강릉시 옥계면 주수리 533-17 | 강원특별자치도 강릉시 옥계면 주수리 533-18 | 강원특별자치도 강릉시 옥계면 주수리 207-1 | 강원특별자치도 강릉시 옥계면 주수리 537 | 강원특별자치도 강릉시 옥계면 주수리 179-2 | 강원특별자치도 강릉시 옥계면 주수리 625,False,field evidence requires verified target mapping and record-level review
SRC-0051,lightguard_v0_1/data/data_summary.json,,$.gangneung.controller_rows,S1_CANDIDATE,True,True,B-L-12;B-L-13;B-L-14;B-L-35;B-L-9,0,,False,field evidence requires verified target mapping and record-level review
SRC-0051,lightguard_v0_1/data/data_summary.json,,$.suyeong.all_controller_type_bidirectional,S1_CANDIDATE,True,True,B-L-12;B-L-13;B-L-14;B-L-35;B-L-9,0,,False,field evidence requires verified target mapping and record-level review
SRC-0052,lightguard_v0_1/data/fixtures.csv,,address,U,True,False,,73,강원특별자치도 강릉시 옥계면 주수리 625 | 강원특별자치도 강릉시 옥계면 주수리 533-55 | 강원특별자치도 강릉시 옥계면 주수리 533-4 | 강원특별자치도 강릉시 옥계면 주수리 533-60 | 강원특별자치도 강릉시 옥계면 주수리 232-4 | 강원특별자치도 강릉시 옥계면 주수리 227-3 | 강원특별자치도 강릉시 옥계면 주수리 226-1 | 강원특별자치도 강릉시 옥계면 주수리 538,False,keyword evidence lacks time and/or join key
SRC-0052,lightguard_v0_1/data/fixtures.csv,,controller_type,U,True,False,,0,,False,keyword evidence lacks time and/or join key
SRC-0053,lightguard_v0_1/data/municipalities.csv,,asset_mode,S1_CANDIDATE,True,True,,1,controller_linked,False,field evidence requires verified target mapping and record-level review
SRC-0054,lightguard_v0_1/data/simulation_scenarios_v02.json,,$.target_current_on,S2_PROXY_INPUT,True,False,,0,,False,measurement input only; not a fault or operational truth label
SRC-0056,lightguard_v0_1/data/smart_streetlight_reference.csv,,address_lot,U,False,True,,24,충청남도 서산시 인지면 화수리 818-3 | 충청남도 서산시 인지면 화수리 834-2 | 충청남도 부여군 부여읍 군수리 22-1 | 충청북도 진천군 덕산읍 산수리 724-1 | 충청북도 진천군 덕산읍 산수리 84-7 | 충청북도 진천군 덕산읍 산수리 84-6 | 충청북도 진천군 덕산읍 산수리 산86-6 | 충청북도 진천군 덕산읍 산수리 792,False,keyword evidence lacks time and/or join key
SRC-0056,lightguard_v0_1/data/smart_streetlight_reference.csv,,sensor_type,U,False,True,,44,동작감지센서 | 조명제어,False,keyword evidence lacks time and/or join key
SRC-0057,lightguard_v0_1/data/suyeong_v02_objects.json,,$.asset_info.metadata.controller_link_status,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0057,lightguard_v0_1/data/suyeong_v02_objects.json,,$.asset_info.metadata.controller_type,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0057,lightguard_v0_1/data/suyeong_v02_objects.json,,$.detected_signals[].energy_method,S2_PROXY_INPUT,True,True,,0,,False,measurement input only; not a fault or operational truth label
SRC-0057,lightguard_v0_1/data/suyeong_v02_objects.json,,$.detected_signals[].fault_status,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0057,lightguard_v0_1/data/suyeong_v02_objects.json,,$.detected_signals[].peak_current_a,S2_PROXY_INPUT,True,True,,0,,False,measurement input only; not a fault or operational truth label
SRC-0057,lightguard_v0_1/data/suyeong_v02_objects.json,,$.inspection_priority.rank,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
SRC-0057,lightguard_v0_1/data/suyeong_v02_objects.json,,$.inspection_priority.reason,S1_CANDIDATE,True,True,,0,,False,field evidence requires verified target mapping and record-level review
